ID	Value
htd12745	ये\DM_DMD तरीके\N_NN साधारणतया\N_NN वही\DM_DMD होते\V_VM हैं\V_VAUX जो\PR_PRL रॉक\N_NN क्लाइमिंग\N_NN करते\N_NN समय\N_NN प्रयोग\N_NN में\PSP लाए\V_VM जाते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12746	जब\PR_PRL आइस\N_NN में\PSP पर्वतारोही\N_NN बूट\N_NN की\PSP ठोकर\N_NN से\PSP स्थान\N_NN न\RP_NEG बना\V_VM पाए\V_VAUX ,\RD_PUNC क्रैम्पन\N_NN आइस\N_NN में\PSP पकड़\N_NN न\RP_NEG बनाएँ\N_NN और\CC_CCD जब\PR_PRL वहाँ\DM_DMD की\PSP ढलान\N_NN तीखी\JJ हो\V_VM तो\RP_RPD उसे\DM_DMD वहाँ\DM_DMD पर\PSP सीढ़ियाँ\N_NN अथवा\N_NN स्टेप्स\N_NN काटने\V_VM पड़ते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12747	अपना\PR_PRF संतुलन\N_NN बनाए\V_VM रखने\V_VAUX में\PSP आरोही\N_NN को\PSP समस्या\N_NN आ\V_VM रही\V_VAUX हो\V_VAUX तो\RP_RPD उसे\DM_DMD आइस\N_NN एक्स\N_NN की\PSP सहायता\N_NN से\PSP हाथ\N_NN के\PSP लिए\PSP होल्ड\N_NN बनाने\V_VM पड़ते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12748	जब\PR_PRL ऐसे\DM_DMR होल्ड\N_NN विश्‍वसनीय\N_NN न\RP_NEG लग\V_VM रहे\V_VAUX हों\V_VAUX तो\RP_RPD उसे\DM_DMD कृत्रिम\JJ रॉक\N_NN क्लाइमिंग\N_NN की\PSP ही\RP_RPD तरह\N_NN से\PSP पिटन\N_NN और\CC_CCD स्क्रू\N_NN ठोक\N_NN कर\N_NN आरोहण\V_VM करना\V_VAUX पड़ता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12749	एवालांश\N_NN आने\N_NN पर\PSP कार्निस\N_NN के\PSP ऊपर\N_NST और\CC_CCD नीचे\N_NST ,\RD_PUNC क्रिवैस\N_NN में\PSP और\CC_CCD सख्त\JJ आइस\N_NN वाले\N_NN स्थलों\N_NN पर\PSP आइस\N_NN क्लाइमिंग\N_NN करते\N_NN समय\N_NN समस्याएँ\N_NN तो\RP_RPD आती\V_VM ही\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12750	इसी\DM_DMD प्रकार\N_NN पानी\N_NN के\PSP कणों\N_NN से\PSP जमने\N_NN वाली\N_NN परत\N_NN और\CC_CCD गीली\N_NN आइस\N_NN भी\RP_RPD खतरनाक\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12751	यदि\CC_CCS आरोही\N_NN पूरी\N_NN सावधानी\N_NN के\PSP साथ\N_NN आरोहण\V_VM न\RP_NEG करे\V_VAUX और\CC_CCD छोटी\JJ सी\N_NN भूल\N_NN अथवा\N_NN लापरवाही\V_VM कर\V_VAUX जाए\V_VAUX तो\RP_RPD दुर्घटना\V_VM हो\V_VAUX जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12752	शीशे\N_NN की\PSP तरह\N_NN यह\DM_DMD परत\N_NN चट्‍टानों\N_NN और\CC_CCD पत्थरों\N_NN पर\PSP उस\PR_PRP समय\N_NN बन\V_VM जाती\V_VAUX है\V_VAUX जब\PR_PRL बारिश\N_NN का\PSP पानी\N_NN रात\N_NN में\PSP ठंड\N_NN के\PSP कारण\N_NN उन\PR_PRP पर\PSP जम\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12753	दिन\N_NN की\PSP गर्मी\N_NN में\PSP स्नो\N_NN पिघलती\V_VM है\V_VAUX और\CC_CCD रात्रि\N_NN में\PSP जम\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12754	जब\PR_PRL पर्वतारोही\N_NN किसी\PR_PRI पर्वतारोहण\N_NN अभियान\N_NN के\PSP लिए\PSP जाते\V_VM हैं\V_VAUX तो\RP_RPD उन्हें\PR_PRL वहाँ\DM_DMD पर\PSP अनेक\N_NN समस्याओं\N_NN और\CC_CCD कठिनाइयों\N_NN का\PSP निरंतर\N_NN सामना\V_VM करना\V_VAUX पड़ता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12755	पर्वतारोहण\N_NN में\PSP कुछ\PR_PRI समस्याएँ\N_NN शारीरिक\JJ होती\V_VM हैं\V_VAUX तो\RP_RPD कुछ\PR_PRI मानसिक\JJ ।\RD_PUNC
htd12756	पर्वतारोहण\N_NN में\PSP कई\PR_PRI प्रकार\N_NN की\PSP बीमारियों\N_NN और\CC_CCD दुर्घटनाओं\N_NN का\PSP सामना\N_NN भी\RP_RPD करना\V_VM पड़ता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12757	पर्वतारोहण\N_NN में\PSP बचाव\N_NN के\PSP साधन\N_NN भी\RP_RPD अपनाने\V_VM होते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12758	बहुत\RB से\PSP पर्वतारोहण\N_NN अभियान\N_NN केवल\N_NN इस\DM_DMD कारण\N_NN से\PSP असफल\V_VM हुए\V_VAUX क्योंकि\CC_CCS प्रारंभ\N_NN से\PSP ही\RP_RPD उनकी\DM_DMD योजना\N_NN भली\N_NN -\RD_PUNC भाँति\RD_ECH नहीं\RP_NEG बनाई\V_VM गई\V_VAUX ।\RD_PUNC
htd12759	बिना\N_NN योजना\N_NN के\PSP पर्वतारोहण\N_NN में\PSP परिणामस्वरूप\N_NN कितना\PR_PRQ ही\RP_RPD धन\N_NN और\CC_CCD समय\N_NN बर्बाद\V_VM हुआ\V_VAUX ।\RD_PUNC
htd12760	कई\PR_PRI बार\N_NN तो\RP_RPD अमूल्य\N_NN जीवन\N_NN भी\RP_RPD गँवाने\V_VM पड़े\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12761	किसी\PR_PRI भी\RP_RPD अभियान\N_NN के\PSP अनंतर\N_NN कई\PR_PRI प्रकार\N_NN की\PSP चुनौतियों\N_NN का\PSP सामना\V_VM करना\V_VAUX पड़ता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12762	किसी\PR_PRI अभियान\N_NN में\PSP कई\PR_PRI प्रकार\N_NN की\PSP ज्ञात\N_NN -\RD_PUNC अज्ञात\RD_ECH समस्याएँ\N_NN सामने\V_VM आती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12763	पर्वतारोहण\N_NN के\PSP किसी\PR_PRI भी\RP_RPD अभियान\N_NN में\PSP भोजन\N_NN का\PSP बहुत\N_NN ही\RP_RPD महत्त्वपूर्ण\JJ स्थान\V_VM है\V_VAUX ।\RD_PUNC
htd12764	सबसे\N_NN बड़ी\JJ बात\N_NN यह\DM_DMD है\V_VM कि\PSP यहाँ\DM_DMD पर\PSP प्रत्येक\N_NN को\PSP अपना\PR_PRF मनपंसद\JJ भोजन\N_NN मिलना\N_NN संभव\V_VM नहीं\V_VAUX हो\V_VAUX पाता\V_VAUX ।\RD_PUNC
htd12765	एकदम\N_NN भिन्न\N_NN वातावरण\N_NN ,\RD_PUNC निरंतर\JJ काम\N_NN करने\N_NN से\N_NN आने\N_NN वाली\N_NN थकावट\N_NN के\PSP बाद\N_NN जब\PR_PRL मनपंसद\JJ खाना\N_NN नहीं\RP_NEG मिलता\V_VM तो\RP_RPD आरोही\N_NN को\PSP और\CC_CCD भी\RP_RPD बुरा\V_VM लगता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12766	इसके\DM_DMD साथ\N_NN ही\RP_RPD पर्वतों\N_NN पर\PSP बहुत\RB ही\RP_RPD संतुलित\JJ और\CC_CCD पौष्‍टिक\JJ भोजन\N_NN की\PSP आवश्यकता\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12767	एक\QT_QTC पर्वतारोही\N_NN को\PSP आरोहण\N_NN के\PSP दौरान\N_NN मार्ग\N_NN में\PSP 4200\QT_QTC कैलोरी\N_NN की\PSP आवश्यकता\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12768	पर्वतारोही\N_NN को\PSP 6070\QT_QTC मीटर\QT_QTF की\PSP ऊँचाई\N_NN पर\PSP 3200\QT_QTC और\CC_CCD 7300\QT_QTC मीटर\QT_QTF से\PSP ऊपर\N_NST 1500\QT_QTC कैलोरी\N_NN चाहिए\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12769	इन्हीं\DM_DMD मात्राओं\N_NN को\PSP ध्यान\N_NN में\PSP रखते\V_VM हुए\V_VAUX तीन\QT_QTC तरह\N_NN का\PSP मीनू\N_NN बनाया\V_VM जाना\V_VAUX चाहिए\V_VAUX ।\RD_PUNC
htd12770	इन्हीं\DM_DMD के\PSP अनुरूप\N_NN खाद्य\JJ सामग्री\N_NN खरीदी\V_VM जानी\V_VAUX चाहिए\V_VAUX ।\RD_PUNC
htd12771	प्रतिदिन\N_NN का\PSP हिसाब\V_VM लगा\V_VAUX कर\V_VAUX इन्हीं\DM_DMD के\PSP अनुसार\N_NN मीनू\N_NN बनाकर\V_VM रख\V_VAUX लेना\V_VAUX चाहिए\V_VAUX ।\RD_PUNC
htd12772	इन\DM_DMD दिनों\N_NN पर्वतों\N_NN पर\PSP जाने\N_NN के\PSP लिए\PSP कुलियों\N_NN और\CC_CCD शेरपाओं\N_NN का\PSP मिलना\N_NN कठिन\JJ होता\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
htd12773	जो\PR_PRL पर्वतों\N_NN में\PSP जाने\N_NN के\PSP लिए\PSP तैयार\V_VM होते\V_VAUX भी\V_VAUX हैं\V_VAUX वे\DM_DMD बहुत\RB अधिक\JJ राशि\N_NN की\PSP माँग\V_VM करने\V_VAUX लगते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12774	इस\DM_DMD प्रकार\N_NN छोटे\JJ अभियान\N_NN दलों\N_NN के\PSP लिए\PSP पर्वतों\N_NN पर\PSP जाना\N_NN कठिन\V_VM होता\V_VAUX जा\V_VAUX रहा\V_VAUX है\V_VAUX ।\RD_PUNC
htd12775	हमने\PR_PRP समय\N_NN -\RD_PUNC समय\RD_ECH पर\PSP अनेक\N_NN सामान्य\N_NN समस्याओं\N_NN की\PSP जानकारी\N_NN पहले\N_NN ही\RP_RPD दे\V_VM दी\V_VAUX है\V_VAUX ।\RD_PUNC
htd12776	उनसे\DM_DMD बचने\N_NN अथवा\N_NN उन्हें\DM_DMD न\RP_NEG होने\V_VM देने\V_VAUX के\PSP संबंध\N_NN में\PSP भी\RP_RPD बताया\V_VM गया\V_VAUX है\V_VAUX ।\RD_PUNC
htd12777	यहाँ\DM_DMD पर\PSP कुछ\PR_PRI ऐसी\DM_DMR समस्याओं\N_NN के\PSP बारे\N_NN में\PSP बताया\V_VM जा\V_VAUX रहा\V_VAUX है\V_VAUX जिनका\DM_DMR संबंध\N_NN चिकित्सा\N_NN से\PSP है\V_VM ।\RD_PUNC
htd12778	जब\PR_PRL आरोही\N_NN पहली\JJ बार\N_NN ऊँचे\JJ पर्वतों\N_NN पर\PSP आरोहण\N_NN के\PSP लिए\PSP जाते\V_VM हैं\V_VAUX तो\RP_RPD उन्हें\DM_DMD वहाँ\DM_DMD का\PSP वातावरण\N_NN एकदम\N_NN भिन्न\V_VM लगता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12779	पर्वतारोहण\N_NN के\PSP पहले\QT_QTC चार\QT_QTC दिन\N_NN तो\RP_RPD पर्वतारोही\N_NN के\PSP लिए\PSP विशेष\JJ कठिनाई\N_NN वाले\N_NN होते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12780	पर्वतों\N_NN पर\PSP ऑक्सीजन\N_NN का\PSP दबाव\N_NN कम\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12781	ऑक्सीजन\N_NN की\PSP कमी\N_NN से\PSP होने\N_NN वाली\N_NN कोई\PR_PRI भी\RP_RPD समस्या\N_NN पर्वतों\N_NN में\PSP हो\V_VM सकती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12782	विशेष\JJ रूप\N_NN से\PSP युवाओं\N_NN को\PSP और\CC_CCD जिन्हें\PR_PRL पर्वतों\N_NN पर\PSP अधिक\N_NN काम\N_NN करना\V_VM पड़े\V_VAUX ,\RD_PUNC ये\DM_DMD समस्याएँ\N_NN अधिक\JJ परेशान\V_VM करती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12783	इस\DM_DMD बीमारी\N_NN के\PSP लक्षण\N_NN ऊँचे\JJ पर्वतों\N_NN पर\PSP पहुँचने\N_NN के\PSP चार\QT_QTC घंटे\N_NN से\PSP लेकर\N_NN नब्बे\QT_QTC घंटे\N_NN के\PSP भीतर\N_NN दिखाई\V_VM देने\V_VAUX लगते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12784	सिर\JJ दर्द\N_NN ,\RD_PUNC चक्कर\N_NN आना\N_NN ,\RD_PUNC उल्टी\N_NN ,\RD_PUNC एकाग्रता\N_NN भंग\V_VM होना\V_VAUX ,\RD_PUNC नींद\N_NN न\RP_NEG आना\N_NN ,\RD_PUNC काम\N_NN करने\N_NN की\PSP इच्छा\N_NN समाप्‍त\V_VM हो\V_VAUX जाना\V_VAUX ,\RD_PUNC खाँसी\N_NN ,\RD_PUNC दस्त\N_NN ,\RD_PUNC छाती\N_NN में\PSP दर्द\N_NN ,\RD_PUNC साँस\N_NN का\PSP तेज\V_VM होना\V_VAUX ,\RD_PUNC दुर्बलता\N_NN और\CC_CCD पैरों\N_NN तथा\N_NN टाँगों\N_NN में\PSP सूजन\N_NN इत्यादि\N_NN की\PSP शिकायत\N_NN आरोही\N_NN करने\V_VM लगता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12785	इसका\DM_DMD मूल\N_NN कारण\N_NN होता\V_VM है\V_VAUX शरीर\N_NN का\PSP पर्वतों\N_NN के\PSP वातावरण\N_NN के\PSP अनुकूल\N_NN न\RP_NEG हो\V_VM पाना\V_VAUX ।\RD_PUNC
htd12786	इसके\DM_DMD कारण\N_NN अन्य\N_NN कई\PR_PRI प्रकार\N_NN की\PSP समस्याएँ\N_NN होने\V_VM लगती\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12787	इनका\DM_DMD अन्त\N_NN एक्यूट\N_NN माऊंटेन\N_NN सिकनेस\N_NN के\PSP रूप\N_NN में\PSP सामने\N_NN आता\V_VM है\V_VAUX ।\RD_PUNC
htd12788	जब\PR_PRL आरोही\N_NN ऊँचे\JJ स्थान\N_NN पर\PSP पहुँचते\V_VM हैं\V_VAUX तो\RP_RPD शरीर\N_NN में\PSP रक्‍त\N_NN की\PSP मात्रा\N_NN का\PSP पुनर्वितरण\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12789	इसका\DM_DMD सबसे\RB उत्तम\JJ इलाज\N_NN है\V_VM कि\PSP बहुत\RB तेजी\JJ से\PSP बहुत\RB ऊपर\JJ न\RP_NEG जाएँ\V_VM ।\RD_PUNC
htd12790	माऊंटेन\N_NNP सिकनेस\N_NNP बीमारी\N_NN से\PSP ग्रस्त\N_NN होने\N_NN पर\PSP पूरी\N_NN तरह\N_NN से\PSP आराम\N_NN करना\V_VM चाहिए\V_VAUX ।\RD_PUNC
htd12791	माऊंटेन\N_NNP सिकनेस\N_NNP में\PSP लंबे\JJ -\RD_PUNC लंबे\RD_ECH और\CC_CCD गहरे\JJ साँस\N_NN लेने\N_NN से\PSP अधिक\N_NN ऑक्सीजन\N_NN मिलती\V_VM है\V_VAUX ।\RD_PUNC
htd12792	एस्परीन\N_NNP अथवा\N_NN मारफीन\N_NNP खाने\N_NN से\PSP सिरदर्द\N_NN कम\V_VM हो\V_VAUX जाता\V_VAUX है\V_VAUX परंतु\CC_CCS डॉक्टर\N_NN के\PSP परामर्श\N_NN से\PSP ही\RP_RPD दवा\N_NN लें\V_VM ।\RD_PUNC
htd12793	यह\DM_DMD माउंटेन\N_NNP सिकनेस\N_NNP का\PSP सबसे\RB भयंकर\JJ रूप\N_NN है\V_VM इसमें\DM_DMD रोगी\N_NN के\PSP फेफड़ों\N_NN में\PSP पानी\N_NN भर\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12794	रोगी\N_NN आरोही\N_NN ऑक्सीजन\N_NN भीतर\N_NN नहीं\RP_NEG ले\V_VM सकता\V_VAUX ।\RD_PUNC
htd12795	इससे\DM_DMD रक्‍त\N_NN ले\V_VM जाने\V_VAUX वाली\V_VAUX नसें\N_NN प्रभावित\V_VM होती\V_VAUX हैं\V_VAUX और\CC_CCD आरोही\N_NN बीमार\V_VM हो\V_VAUX जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12796	फेफड़ों\N_NN में\PSP पानी\N_NN भरने\V_VM का\PSP मुख्य\N_NN कारण\N_NN एक\QT_QTC अलग\N_NN प्रकार\N_NN का\PSP वातावरण\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
htd12797	पर्वतों\N_NN में\PSP बचाव\N_NN कार्य\V_VM करना\V_VAUX अपने\PR_PRF आप\PR_PRP में\PSP एक\QT_QTC वृहद\JJ विषय\N_NN है\V_VM ।\RD_PUNC
htd12798	हम\PR_PRP यहाँ\DM_DMD संक्षेप\N_NN में\PSP कुछ\PR_PRI महत्त्वपूर्ण\JJ बिंदुओं\N_NN पर\PSP ही\RP_RPD रोशनी\N_NN डाल\V_VM पाए~गे\V_VAUX ।\RD_PUNC
htd12799	जब\PR_PRL भी\RP_RPD पर्वतों\N_NN पर\PSP कोई\PR_PRI छोटी\JJ -\RD_PUNC बड़ी\RD_ECH दुर्घटना\N_NN होती\V_VM है\V_VAUX तब\CC_CCS बचाव\N_NN कार्य\N_NN करने\N_NN की\PSP आवश्यकता\V_VM पड़ती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12800	बचाव\N_NN कार्य\N_NN पर्वतारोही\N_NN दल\N_NN के\PSP सदस्यों\N_NN को\PSP स्वयं\PR_PRF ही\RP_RPD करना\V_VM होता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12801	परंतु\CC_CCD यदि\CC_CCS स्थिति\N_NN उनके\PR_PRP नियंत्रण\N_NN में\PSP न\RP_NEG हो\V_VM तो\RP_RPD किसी\PR_PRI की\PSP सहायता\N_NN लेनी\V_VM पड़ती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12802	ऐसी\DM_DMR हालत\N_NN में\PSP वह\PR_PRP किसी\PR_PRI ऐसी\DM_DMR संस्था\N_NN से\PSP संपर्क\V_VM करते\V_VAUX हैं\V_VAUX जो\PR_PRL बचाव\N_NN कार्य\N_NN करती\V_VM है\V_VAUX ।\RD_PUNC
htd12803	आमतौर\N_NN पर\PSP बड़े\JJ अभियान\N_NN दलों\N_NN के\PSP पास\N_NST वायरलेस\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
htd12804	इससे\DM_DMD वे\PR_PRP लोग\N_NN आपस\PR_PRC में\PSP संपर्क\V_VM रखते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12805	जिन\N_NN दलों\N_NN के\PSP पास\N_NN वायरलेस\N_NN की\PSP सुविधा\N_NN न\RP_NEG हो\V_VM उनके\PR_PRP सदस्य\N_NN जब\PR_PRL बेस\N_NN कैंप\N_NN से\PSP ऊपर\N_NST आरोहण\N_NN के\PSP लिए\PSP जाते\V_VM हैं\V_VAUX तो\RP_RPD नीचे\N_NST से\PSP उनका\DM_DMD पूरा\N_NN ध्यान\V_VM रखा\V_VAUX जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd12806	जम्मू\N_NNP और\CC_CCD कश्मीर\N_NNP भारत\N_NNP के\PSP शीर्ष\JJ उत्तर\N_NST में\PSP होने\N_NN के\PSP कारण\N_NN इसे\DM_DMD ``\RD_PUNC भारत\N_NNP का\PSP मुकुट\N_NN ``\RD_PUNC की\PSP संज्ञा\N_NN दी\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12807	जम्मू\N_NNP और\CC_CCD कश्मीर\N_NNP तीन\QT_QTC ओर\N_NN से\PSP चीन\N_NNP ,\RD_PUNC पाकिस्तान\N_NNP व\N_NN अफगानिस्तान\N_NNP से\PSP घिरा\V_VM है\V_VAUX ।\RD_PUNC
htd12808	कश्मीर\N_NNP का\PSP अपना\PR_PRF इतिहास\N_NN है\V_VM और\CC_CCD यह\DM_DMD अपनी\PR_PRF अमूल्य\RB सांस्कृतिक\JJ विरासत\N_NN है\V_VM ।\RD_PUNC
htd12809	कश्मीर\N_NNP हमारे\PR_PRP देश\N_NN में\PSP पर्यटन\N_NN की\PSP दृष्‍टि\N_NN से\PSP अत्यंत\RB महत्त्वपूर्ण\JJ स्थान\N_NN रखता\V_VM है\V_VAUX तथा\CC_CCD इसे\DM_DMD ’\N_NN पर्यटन\N_NN का\PSP प्रतीक\N_NN ’\N_NN कहा\V_VM जाए\V_VAUX तो\RP_RPD अतिशयोक्‍ति\N_NN नहीं\RP_NEG होगी\V_VM ।\RD_PUNC
htd12810	प्रकृति\N_NN ने\PSP कश्मीर\N_NNP की\PSP धरती\N_NN को\PSP बेशुमार\JJ सुंदरता\N_NN से\PSP सजाया\V_VM है\V_VAUX ।\RD_PUNC
htd12811	बर्फ़ीली\JJ पहाड़ियाँ\N_NN ,\RD_PUNC शांत\JJ झीलें\N_NN ,\RD_PUNC मुगलकालीन\JJ बाग\N_NN -\RD_PUNC बगीचे\N_NN इत्यादि\N_NN पर्यटकों\N_NN के\PSP लिए\PSP स्वर्ग\N_NN का\PSP नजारा\N_NN पेश\V_VM करते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd12812	कश्मीर\N_NNP की\PSP सुरम्य\JJ दृश्यावली\N_NN एवं\CC_CCD मनमोहक\JJ प्राकृतिक\JJ छटा\N_NN देखते\N_NN ही\RP_RPD बनती\N_NN है\V_VM ।\RD_PUNC
htd12813	पर्यटन\N_NN के\PSP विकास\N_NN के\PSP साथ\N_NN कश्मीर\N_NNP में\PSP कई\PR_PRI सुंदर\JJ पहाड़ी\N_NN स्थल\N_NN विकसित\V_VM हुए\V_VAUX हैं\V_VAUX जहाँ\PR_PRL पर्यटकों\N_NN के\PSP मनोरंजन\N_NN व\CC_CCD सुविधा\N_NN के\PSP लिए\PSP सभी\N_NN साधन\N_NN उपलब्ध\V_VM हैं\V_VAUX ।\RD_PUNC
htd12814	अपनी\PR_PRF आकर्षक\JJ छटा\N_NN व\CC_CCD शांत\JJ वातावरण\N_NN के\PSP अलावा\N_NN इस\DM_DMD राज्य\N_NN में\PSP खेलकूद\N_NN ,\RD_PUNC पर्वतारोहण\N_NN व\CC_CCD स्कीइंग\N_NN के\PSP ऐसे\DM_DMR अनेक\N_NN आकर्षण\N_NN केंद्र\N_NN उपलब्ध\V_VM हैं\V_VAUX जिनमें\DM_DMR विदेशी\JJ पर्यटकों\N_NN की\PSP विशेष\JJ रुचि\N_NN रहती\V_VM है\V_VAUX ।\RD_PUNC
htd12815	इसी\DM_DMD राज्य\N_NN में\PSP जम्मू\N_NNP के\PSP पास\N_NST वैष्णों\N_NNP देवी\N_NNP का\PSP प्रसिद्ध\N_NN मंदिर\N_NN स्थित\V_VM है\V_VAUX जहाँ\PR_PRL प्रतिवर्ष\N_NN लाखों\N_NN श्रद्धालु\N_NN दर्शनों\N_NN के\PSP लिये\N_NN आते\V_VM हैं\V_VAUX ।\RD_PUNC
htd12816	इसके\DM_DMD अलावा\N_NN जम्मू\N_NNP में\PSP और\CC_CCD भी\RP_RPD अनेक\JJ मंदिर\N_NN है\V_VM जिसके\DM_DMR कारण\N_NN इसे\DM_DMD ``\RD_PUNC मंदिरों\N_NN की\PSP नगरी\N_NN ``\RD_PUNC भी\RP_RPD कहा\V_VM जाए\V_VAUX तो\RP_RPD अनुचित\N_NN न\RP_NEG होगा\V_VM ।\RD_PUNC
htd12817	जम्मू\N_NNP कश्मीर\N_NNP के\PSP दर्शनीय\JJ स्थलों\N_NN में\PSP ’\N_NN अचबल\N_NNP ’\N_NN स्थान\N_NN बाग\N_NN -\RD_PUNC बगीचे\RD_ECH ,\RD_PUNC कैम्पिंग\N_NN और\CC_CCD पिकनिक\N_NN स्थल\N_NN तथा\CC_CCD मछली\N_NN पकड़ने\N_NN के\PSP लिए\PSP लोकप्रिय\V_VM है\V_VAUX ।\RD_PUNC
htd12818	अचबल\N_NNP के\PSP पास\N_NST कोकरनाग\N_NNP स्थान\N_NNP खनिज\N_NN स्रोत\N_NN ,\RD_PUNC बाग\N_NN -\RD_PUNC बगीचे\N_NN ,\RD_PUNC मछली\N_NN पकड़ने\N_NN के\PSP लिए\PSP लोकप्रिय\V_VM है\V_VAUX ।\RD_PUNC
htd12819	अखनूर\N_NNP स्थान\N_NNP दुर्ग\N_NN और\CC_CCD पिकनिक\N_NN स्थल\N_NN के\PSP लिए\PSP लोकप्रिय\V_VM है\V_VAUX ।\RD_PUNC
htd12820	अमरनाथ\N_NNP प्रमुख\N_NN हिन्दू\N_NNP धार्मिक\JJ स्थल\N_NN व\CC_CCD पर्यटन\N_NN केंद्र\N_NN है\V_VM ।\RD_PUNC
htd12821	एमराल्ड\N_NNP झील\N_NNP जून\N_NNP तक\PSP जमी\V_VM रहती\V_VAUX है\V_VAUX ।\RD_PUNC
htd12822	कश्मीर\N_NNP का\PSP ’\N_NN अथवाटू\N_NNP ’\N_NN एक\QT_QTC मनोरंजन\JJ स्थल\N_NN है\V_VM ।\RD_PUNC
htd12823	’\N_NN बासोली\N_NNP ’\N_NN में\PSP महलों\N_NN के\PSP भित्ति\N_NN चित्र\N_NN दर्शनीय\JJ हैं\V_VM ।\RD_PUNC
htd12824	जम्मू\N_NNP और\CC_CCD कश्मीर\N_NNP का\PSP बिलौर\N_NNP एक\QT_QTC तीर्थ\JJ स्थल\N_NN है\V_VM ।\RD_PUNC
htd12825	बाटोदी\N_NNP एक\QT_QTC पहाड़ी\N_NN स्थल\N_NN है\V_VM ।\RD_PUNC
htd12826	कश्मीर\N_NNP का\PSP ’\N_NN द्रास\N_NNP ’\N_NN स्थल\N_NNP एशिया\N_NN में\PSP सबसे\RB शीतलतम\JJ जगह\N_NN है\V_VM ।\RD_PUNC
htd12827	गुलमर्ग\N_NNP फूलों\N_NN के\PSP मैदान\N_NN ,\RD_PUNC गोल्फ\N_NN और\CC_CCD शीतकालीन\JJ खेलों\N_NN के\PSP लिए\PSP लोकप्रिय\V_VM है\V_VAUX ।\RD_PUNC
htd12828	गुलमर्ग\N_NNP के\PSP पास\N_NST ’\N_NN खिलनमर्ग\N_NNP ’\N_NN एक\QT_QTC फूलों\N_NN का\PSP मैदान\N_NN है\V_VM ।\RD_PUNC
htd12829	कश्मीर\N_NNP का\PSP ’\N_NN तंग\N_NNP मार्ग\N_NNP ’\N_NN एक\QT_QTC कैम्पिंग\N_NN स्थल\N_NN है\V_VM ।\RD_PUNC
htd12830	’\N_NN हरवार\N_NNP ’\N_NN स्थान\N_NNP उत्खनन\N_NN और\CC_CCD मछली\N_NN पकड़ने\N_NN के\PSP लिए\PSP लोकप्रिय\V_VM है\V_VAUX ।\RD_PUNC
htd12831	’\N_NN पुरमंडल\N_NNP ’\N_NN हिन्दू\N_NNP तीर्थ\N_NN स्थल\N_NN है\V_VM ।\RD_PUNC
htd12832	कारगिल\N_NNP पर्वतारोहण\N_NN ,\RD_PUNC दर्शनीय\JJ मठ\N_NN ,\RD_PUNC फलों\N_NN के\PSP बाग\N_NN के\PSP लिए\PSP प्रसिद्ध\V_VM हैं\V_VAUX ।\RD_PUNC
